DCE1103,工程與專業倫理,2,黃育綸、徐保羅、黃欽勇,"自然/進階(96),跨院基本素養(106),校基本素養(106),領域課程-社會中的科技與自然(110)",1,5I1,電機學院院級(學士班),選修,110-2-1109,zh-tw
DCE3001,統計學,3,彭南夫,"自然/進階(96),核心-自然(106),跨院基本素養(106),校基本素養(106),基本素養-量性推理(110)",1,5I1,電機學院院級(學士班),選修,110-2-1111,zh-tw
DCE3001,統計學,3,陳志榮,"自然/進階(96),核心-自然(106),跨院基本素養(106),校基本素養(106),基本素養-量性推理(110)",1,5I1,電機學院院級(學士班),選修,110-2-1112,zh-tw
UEE1503,近代生物學(二),3,梁美智、黃植懋、高智飛,"自然/進階(96),跨院基本素養(106),領域課程-社會中的科技與自然(110)",1,5I1,電機學院院級(學士班),選修,110-2-1113,zh-tw
DEO1006,物理實驗(二),1,李建儒,,1,514,光電工程學系,必修,110-2-1082,zh-tw
DEO1102,化學(二),3,陳皇銘,,1,511,電機工程學系,選修,110-2-1085,zh-tw
DEO1401,服務學習(一),1,吳致盛、鄒志偉、高宗聖、張祐嘉,,1,514,光電工程學系,必修,110-2-1087,zh-tw
DEO1510,電路學,3,孫家偉,,1,514,光電工程學系,必修,110-2-1088,zh-tw
DEO1611,數學應用軟體簡介,1,田仲豪,"自然/進階(96),跨院基本素養(106),基本素養-量性推理(110)",1,514,光電工程學系,選修,110-2-1089,zh-tw
DEO1010,光子學（一） ,3,余沛慈,,1,610,奈米科學及工程學士學位學程,選修,110-2-1091,zh-tw
DEO1013,光電專題研究(四),1,光電系,,1,514,光電工程學系,選修,110-2-1092,zh-tw
DEO1023,光子學實驗(一),2,安惠榮,,1,514,光電工程學系,必修,110-2-1093,zh-tw
DEO1023,光子學實驗(一),2,安惠榮,,1,514,光電工程學系,必修,110-2-1094,zh-tw
DEO1105,近代物理,3,李柏璁,,1,610,奈米科學及工程學士學位學程,必修,110-2-1095,zh-tw
